1,5781,128.2888753,58.47084588,0.890095088,5954,85.79392641,0.674090485,316.756,0.724040956,2.194065664,1
2,4176,109.3482943,49.8376875,0.890097511,4277,72.91809336,0.596230725,260.346,0.774227397,2.194088445,1
3,4555,114.4279914,52.15120679,0.890104916,4706,76.15514511,0.776641091,279.606,0.732158776,2.194158073,1
4,4141,108.7011905,49.45734894,0.890499394,4236,72.61187888,0.633180428,260.478,0.7669605,2.19787742,1
5,5273,122.7478685,55.75784788,0.890875797,5431,81.93773318,0.66984248,302.73,0.72303066,2.201445593,1
6,5371,123.9435304,56.23539815,0.891145369,5531,82.69564435,0.734144341,297.114,0.764572695,2.204012677,1
7,6332,135.2490597,61.31214783,0.891343917,6528,89.78949157,0.579747299,328.799,0.736020303,2.205909669,1
8,5595,126.2920083,57.23821435,0.891398089,5745,84.40245999,0.621045621,303.285,0.764377848,2.206428166,1
9,4664,115.8597799,52.49343954,0.891471219,4826,77.06094495,0.712169797,282.98,0.73190872,2.207128755,1
10,5762,128.4823393,58.16517707,0.891658061,5932,85.65282399,0.659871736,312.678,0.740608116,2.208922,1
11,4249,110.4531344,49.99383017,0.891701055,4325,73.55266702,0.833791209,261.568,0.780418169,2.209335313,1
12,4544,115.4135356,52.22960782,0.891742494,4763,76.0631349,0.73814165,282.086,0.717604447,2.209733911,1
13,4204,111.3236714,50.30696932,0.892069502,4355,73.16214216,0.50263032,273.607,0.705696824,2.212887655,1
14,5258,123.1084563,55.62897901,0.892083959,5429,81.82110685,0.65235732,297.503,0.746530828,2.213027428,1
15,5580,227.1054624,57.26437529,0.89276307,5773,84.28924403,0.669867947,311.868,0.720945495,2.219625409,1
16,5753,227.9285827,57.61755431,0.892832715,5889,85.5859048,0.639222222,310.522,0.749755204,2.220305672,1
17,5471,125.8384269,56.6555965,0.892915178,5769,83.46192874,0.566356108,322.299,0.661848613,2.221112029,1
18,4881,119.9345923,53.99067461,0.892944052,5112,78.83325579,0.508225739,299.044,0.685880547,2.221394586,1
19,5576,126.6443526,56.98484397,0.893048905,5689,84.25902742,0.569851814,302.164,0.76744487,2.222421679,1
20,5349,124.4496928,55.95378028,0.893225157,5464,82.52610693,0.670300752,298.048,0.756676137,2.224151651,1
21,4417,113.719943,51.08260448,0.89343297,4601,74.9926601,0.528855364,281.478,0.700564861,2.226197042,1
22,4802,118.0428891,53.01542506,0.893471435,4923,78.19268696,0.823670669,279.034,0.775028673,2.226576302,1
23,5008,120.1405384,53.7163328,0.894477747,5109,79.85226133,0.82517713,285.494,0.772111842,2.236573722,1
24,5350,124.8235842,55.73978445,0.894759429,5474,82.53382073,0.604519774,294.808,0.77354417,2.239398401,1
25,5254,123.6906866,55.22951728,0.894777074,5425,81.78997841,0.689863445,302.928,0.719483929,2.239575732,1
26,4460,113.3293145,50.34002156,0.895931416,4552,75.35680705,0.564199874,267.759,0.78172962,2.251276639,1
27,5526,127.5101183,56.60794623,0.896052223,5626,83.88040131,0.526988365,302.131,0.760729343,2.252512709,1
28,3882,106.1158346,47.02590414,0.896444345,3973,70.30445158,0.803726708,249.213,0.785459883,2.256540017,1
29,4954,120.6979911,53.45390584,0.896584255,5084,79.42058111,0.827183169,284.145,0.771055838,2.257982635,1
30,6083,133.6271788,59.12347743,0.896792686,6219,88.00634154,0.673792645,317.226,0.75960905,2.260137337,1
31,4999,121.5526062,53.70860038,0.897086591,5293,79.78047684,0.595119048,318.791,0.61813153,2.263187001,1
